date,site,temp_water,temp_air,length,mouth,load,jawtop,jawbottom,tooth,pcr1,pcr2
3/3/2020,tuntable,,19.7,23,911,60958.8,0,2,0,535.78,335.06
3/3/2020,tuntable,,19.7,15,872,29108.8,0,0,0,214.39,201.45
3/3/2020,tuntable,,19.7,18,755,37835.7,0,0,0,300.72,239.79
3/3/2020,tuntable,,19.7,20,777,0,0,0,0,,
3/3/2020,tuntable,,19.7,18,810,73699.5,4,0,0,616.11,436.74
3/3/2020,tuntable,,19.7,21,848,0,0,0,0,,
3/3/2020,tuntable,,19.7,22,833,0,0,0,0,,
3/3/2020,tuntable,,19.7,20,832,217.7,0,0,0,1.15,1.96
3/3/2020,tuntable,,19.7,17,757,4337.2,0,0,0,28.63,33.33
3/3/2020,tuntable,,19.7,21,773,57194.9,0,1,0,580.56,236.51
3/3/2020,tuntable,,19.7,18,771,15411.9,2,1,0,115.9,104.27
3/3/2020,tuntable,,19.7,20,765,0,0,0,0,,
3/3/2020,tuntable,,19.7,20,858,0,0,0,0,,
3/3/2020,tuntable,,19.7,18,705,7384.3,2,3,0,48.98,56.51
3/3/2020,tuntable,,19.7,21,826,14709.1,0,0,0,68.84,141.29
3/3/2020,tuntable,,19.7,18,760,0,0,0,0,,
3/3/2020,tuntable,,19.7,22,858,0,0,0,0,,
3/3/2020,tuntable,,19.7,22,761,1045.8,0,0,0,8.21,6.73
3/3/2020,tuntable,,19.7,18,709,687.4,0,0,0,4.91,
3/3/2020,tuntable,,19.7,19,757,253.4,0,0,0,,1.81
3/3/2020,tuntable,,19.7,18,718,656.6,0,0,0,5.44,3.94
3/3/2020,tuntable,,19.7,20,897,92589.7,0,0,0,657.25,665.46
3/3/2020,tuntable,,19.7,19,709,0,0,0,0,,
3/3/2020,tuntable,,19.7,19,712,0,0,0,0,,
3/3/2020,tuntable,,19.7,20,738,0,0,0,0,,
3/3/2020,tuntable,,19.7,18,716,246.4,0,0,0,1.76,
12/4/2020,tuntable,,17.9,,1320,0,0,0,0,,
12/4/2020,tuntable,,17.9,,925,29376.9,4,0,0,246.04,173.63
12/4/2020,tuntable,,17.9,,426,0,0,0,0,,
12/4/2020,tuntable,,17.9,,727,8017.8,4,0,0,78.11,36.43
12/4/2020,tuntable,,17.9,,653,32323.2,4,2,2,358.46,103.3
12/4/2020,tuntable,,17.9,,420,0,0,0,0,,
12/4/2020,tuntable,,17.9,,842,14790.3,4,2,2,154.31,56.98
12/4/2020,tuntable,,17.9,,415,0,0,0,0,,
12/4/2020,tuntable,,17.9,,387,0,0,0,0,,
12/4/2020,tuntable,,17.9,,823,38705.1,4,2,0,362.32,190.61
12/4/2020,tuntable,,17.9,,456,0,0,0,0,,
12/4/2020,tuntable,,17.9,,806,4648.7,3,0,0,37.7,28.71
12/4/2020,tuntable,,17.9,,373,0,0,0,0,,
12/4/2020,tuntable,,17.9,,786,7821.8,4,2,2,73.72,38.02
12/4/2020,tuntable,,17.9,,907,66071.6,4,2,2,816.8,127.08
12/4/2020,tuntable,,17.9,,1082,14732.9,5,4,3,153.66,56.81
12/4/2020,tuntable,,17.9,,853,5984.3,4,1,0,63.26,22.23
12/4/2020,tuntable,,17.9,,1087,50401.4,0,1,2,426.82,293.2
12/4/2020,tuntable,,17.9,,676,17860.5,4,1,2,163.85,91.3
12/4/2020,tuntable,,17.9,,429,0,0,0,0,,
12/4/2020,tuntable,,17.9,,1033,43550.5,0,0,0,516.7,105.45
12/4/2020,tuntable,,17.9,,422,980,0,0,0,7,
12/4/2020,tuntable,,17.9,,547,0,0,0,0,,
12/4/2020,tuntable,,17.9,,432,0,0,0,0,,
12/4/2020,tuntable,,17.9,,495,0,0,0,0,,
12/4/2020,tuntable,,17.9,,443,0,0,0,0,,
12/4/2020,tuntable,,17.9,,530,17805.2,0,0,0,209.64,44.72
12/4/2020,tuntable,,17.9,,404,0,,,,,
12/4/2020,tuntable,,17.9,,357,0,0,0,0,,
12/4/2020,tuntable,,17.9,,480,18085.9,0,0,0,203.9,54.47
12/4/2020,tuntable,,17.9,,870,25475.8,0,0,0,272.07,91.87
12/4/2020,tuntable,,17.9,,863,44133.6,5,2,2,403.79,226.69
12/4/2020,tuntable,,17.9,,929,88893,1,0,0,861.71,408.19
12/4/2020,tuntable,,17.9,,820,26653.2,1,3,0,277.24,103.52
12/4/2020,tuntable,,17.9,,854,41139,4,3,2,368.55,219.15
12/4/2020,tuntable,,17.9,,911,37805.6,0,2,0,375.36,164.72
12/4/2020,tuntable,,17.9,,843,30265.9,5,3,0,346.4,85.97
12/4/2020,tuntable,,17.9,,807,63434,4,3,1,720.54,185.66
12/4/2020,tuntable,,17.9,,666,27887.3,5,4,2,372.03,26.36
12/4/2020,tuntable,,17.9,,849,138166,3,1,0,1312.52,661.28
24/5/2020,tuntable,,13.9,,,6181.7,,,,67.77,20.54
24/5/2020,tuntable,,13.9,,,8887.9,,,,100.6,26.37
24/5/2020,tuntable,,13.9,,,13827.8,,,,138.19,59.35
24/5/2020,tuntable,,13.9,,,0,,,,,
24/5/2020,tuntable,,13.9,,,11515,,,,97.57,66.93
24/5/2020,tuntable,,13.9,,,0,,,,,
24/5/2020,tuntable,,13.9,,,1166.9,,,,7.25,9.42
24/5/2020,tuntable,,13.9,,,42318.5,,,,515.42,89.13
24/5/2020,tuntable,,13.9,,,1834.7,,,,13.25,12.96
24/5/2020,tuntable,,13.9,,,0,,,,,
24/5/2020,tuntable,,13.9,,,10469.2,,,,105.4,44.16
24/5/2020,tuntable,,13.9,,,35956.2,,,,402.27,111.39
24/5/2020,tuntable,,13.9,,,6111,,,,61.07,26.23
24/5/2020,tuntable,,13.9,,,8932,,,,83.98,43.62
24/5/2020,tuntable,,13.9,,,283.5,,,,1.88,2.17
24/5/2020,tuntable,,13.9,,,0,,,,,
24/5/2020,tuntable,,13.9,,,17990.7,,,,175.16,81.85
24/5/2020,tuntable,,13.9,,,0,,,,,
24/5/2020,tuntable,,13.9,,,30758.7,,,,302.87,136.54
24/5/2020,tuntable,,13.9,,,735,,,,5.25,
24/5/2020,tuntable,,13.9,,,0,,,,,
24/5/2020,tuntable,,13.9,,,142585.8,,,,1548.2,488.74
24/5/2020,tuntable,,13.9,,,0,,,,,
24/5/2020,tuntable,,13.9,,,0,,,,,
24/5/2020,tuntable,,13.9,,,10498.6,,,,97.13,52.85
24/5/2020,tuntable,,13.9,,,18629.1,,,,110.83,155.3
24/5/2020,tuntable,,13.9,,,0,,,,,
24/5/2020,tuntable,,13.9,,,13673.1,,,,42.32,153.01
24/5/2020,tuntable,,13.9,,,0,,,,,
24/5/2020,tuntable,,13.9,,,17400.6,,,,150.21,98.37
24/5/2020,tuntable,,13.9,,,6022.1,,,,39.6,46.43
24/5/2020,tuntable,,13.9,,,8885.8,,,,82.73,44.21
24/5/2020,tuntable,,13.9,,,62416.9,,,,689.66,202.01
24/5/2020,tuntable,,13.9,,,46218.2,,,,488.02,172.24
24/5/2020,tuntable,,13.9,,,4960.2,,,,44.81,26.05
24/5/2020,tuntable,,13.9,,,0,,,,,
24/5/2020,tuntable,,13.9,,,53933.6,,,,439.63,330.85
24/5/2020,tuntable,,13.9,,,2596.3,,,,19.13,17.96
24/5/2020,tuntable,,13.9,,,2937.9,,,,27.42,14.55
24/5/2020,tuntable,,13.9,,,142546.6,,,,953.56,1082.82
7/7/2020,tuntable,,11.4,,,3471.3,,,,18.98,30.61
7/7/2020,tuntable,,11.4,,,0,,,,,
7/7/2020,tuntable,,11.4,,,12054.7,,,,35.74,136.47
7/7/2020,tuntable,,11.4,,,11483.5,,,,74.34,89.71
7/7/2020,tuntable,,11.4,,,0,,,,,
7/7/2020,tuntable,,11.4,,,18178.3,,,,199.42,60.27
7/7/2020,tuntable,,11.4,,,9141.3,,,,25.94,104.65
7/7/2020,tuntable,,11.4,,,7739.2,,,,53.1,57.46
7/7/2020,tuntable,,11.4,,,0,,,,,
7/7/2020,tuntable,,11.4,,,13827.8,,,,99.49,98.05
7/7/2020,tuntable,,11.4,,,0,,,,,
7/7/2020,tuntable,,11.4,,,0,,,,,
7/7/2020,tuntable,,11.4,,,5278.7,,,,59.68,15.73
7/7/2020,tuntable,,11.4,,,1830.5,,,,4.19,21.96
7/7/2020,tuntable,,11.4,,,2896.6,,,,17.43,23.95
7/7/2020,tuntable,,11.4,,,2664.9,,,,12.69,25.38
7/7/2020,tuntable,,11.4,,,14947.8,,,,91.35,122.19
7/7/2020,tuntable,,11.4,,,1954.4,,,,15.86,12.06
7/7/2020,tuntable,,11.4,,,1569.4,,,,15.13,7.29
7/7/2020,tuntable,,11.4,,,2878.4,,,,17.23,23.89
7/7/2020,tuntable,,11.4,,,4345.6,,,,24.18,37.9
7/7/2020,tuntable,,11.4,,,1852.9,,,,8.93,17.54
7/7/2020,tuntable,,11.4,,,6241.2,,,,63.27,25.89
7/7/2020,tuntable,,11.4,,,20461,,,,200.06,92.24
7/7/2020,tuntable,,11.4,,,10549.7,,,,80.66,70.05
7/7/2020,tuntable,,11.4,,,625.8,,,,5.01,3.93
7/7/2020,tuntable,,11.4,,,1619.1,,,,9.46,13.67
7/7/2020,tuntable,,11.4,,,1488.2,,,,13.86,7.4
7/7/2020,tuntable,,11.4,,,24831.8,,,,174.43,180.31
7/7/2020,tuntable,,11.4,,,3823.4,,,,17.7,36.92
7/7/2020,tuntable,,11.4,,,632.8,,,,3.36,5.68
7/7/2020,tuntable,,11.4,,,61573.4,,,,610.17,269.45
7/7/2020,tuntable,,11.4,,,2944.2,,,,17.38,24.68
7/7/2020,tuntable,,11.4,,,13484.8,,,,114.54,78.1
7/7/2020,tuntable,,11.4,,,337.4,,,,,2.41
7/7/2020,tuntable,,11.4,,,6529.6,,,,55.1,38.18
7/7/2020,tuntable,,11.4,,,647.5,,,,1.97,7.28
7/7/2020,tuntable,,11.4,,,3563.7,,,,12.35,38.56
7/7/2020,tuntable,,11.4,,,4727.8,,,,35.65,31.89
7/7/2020,tuntable,,11.4,,,3663.1,,,,25.55,26.78
7/7/2020,tuntable,,11.4,,,3964.1,,,,20.4,36.23
17/8/2020,tuntable,,11.6,,,2028,,,,10.14,2028
17/8/2020,tuntable,,11.6,,,8978,,,,44.89,8978
17/8/2020,tuntable,,11.6,,,8774,,,,43.87,8774
17/8/2020,tuntable,,11.6,,,0,,,,,
17/8/2020,tuntable,,11.6,,,3282,,,,16.41,3282
17/8/2020,tuntable,,11.6,,,0,,,,,
17/8/2020,tuntable,,11.6,,,1212,,,,6.06,1212
17/8/2020,tuntable,,11.6,,,2086,,,,10.43,2086
17/8/2020,tuntable,,11.6,,,11342,,,,56.71,11342
17/8/2020,tuntable,,11.6,,,8156,,,,40.78,8156
17/8/2020,tuntable,,11.6,,,4738,,,,23.69,4738
17/8/2020,tuntable,,11.6,,,12504,,,,62.52,12504
17/8/2020,tuntable,,11.6,,,834,,,,4.17,834
17/8/2020,tuntable,,11.6,,,0,,,,,
17/8/2020,tuntable,,11.6,,,0,,,,,
17/8/2020,tuntable,,11.6,,,25572,,,,127.86,25572
17/8/2020,tuntable,,11.6,,,4106,,,,20.53,4106
17/8/2020,tuntable,,11.6,,,12302,,,,61.51,12302
17/8/2020,tuntable,,11.6,,,626,,,,3.13,626
17/8/2020,tuntable,,11.6,,,10630,,,,53.15,10630
17/8/2020,tuntable,,11.6,,,12598,,,,62.99,12598
17/8/2020,tuntable,,11.6,,,222,,,,1.11,222
17/8/2020,tuntable,,11.6,,,3704,,,,18.52,3704
17/8/2020,tuntable,,11.6,,,0,,,,,
17/8/2020,tuntable,,11.6,,,24990,,,,124.95,24990
17/8/2020,tuntable,,11.6,,,9756,,,,48.78,9756
17/8/2020,tuntable,,11.6,,,2108,,,,10.54,2108
17/8/2020,tuntable,,11.6,,,23442,,,,117.21,23442
17/8/2020,tuntable,,11.6,,,10786,,,,53.93,10786
17/8/2020,tuntable,,11.6,,,0,,,,,
17/8/2020,tuntable,,11.6,,,18532,,,,92.66,18532
17/8/2020,tuntable,,11.6,,,4040,,,,20.2,4040
17/8/2020,tuntable,,11.6,,,22392,,,,111.96,22392
17/8/2020,tuntable,,11.6,,,17470,,,,87.35,17470
17/8/2020,tuntable,,11.6,,,71522,,,,357.61,71522
17/8/2020,tuntable,,11.6,,,0,,,,,
17/8/2020,tuntable,,11.6,,,8090,,,,40.45,8090
17/8/2020,tuntable,,11.6,,,7452,,,,37.26,7452
17/8/2020,tuntable,,11.6,,,29020,,,,145.1,29020
17/8/2020,tuntable,,11.6,,,7096,,,,35.48,7096
29/9/2020,tuntable,,13.6,,,92225.7,,,,537.3,780.21
29/9/2020,tuntable,,13.6,,,435.4,,,,3.11,
29/9/2020,tuntable,,13.6,,,55349,,,,595.69,195.01
29/9/2020,tuntable,,13.6,,,0,,,,,
29/9/2020,tuntable,,13.6,,,0,,,,,
29/9/2020,tuntable,,13.6,,,2016,,,,23.17,5.63
29/9/2020,tuntable,,13.6,,,3080,,,,23.94,20.06
29/9/2020,tuntable,,13.6,,,16842.7,,,,127.22,113.39
29/9/2020,tuntable,,13.6,,,12550.3,,,,108.92,70.37
29/9/2020,tuntable,,13.6,,,9050.3,,,,64.78,64.51
29/9/2020,tuntable,,13.6,,,0,,,,,
29/9/2020,tuntable,,13.6,,,0,,,,,
29/9/2020,tuntable,,13.6,,,1813.7,,,,4.29,21.62
29/9/2020,tuntable,,13.6,,,2877,,,,17.1,24
29/9/2020,tuntable,,13.6,,,284.9,,,,1.28,2.79
29/9/2020,tuntable,,13.6,,,0,,,,,
29/9/2020,tuntable,,13.6,,,0,,,,,
29/9/2020,tuntable,,13.6,,,966,,,,5.7,8.1
29/9/2020,tuntable,,13.6,,,16143.4,,,,108.27,122.35
29/9/2020,tuntable,,13.6,,,3105.2,,,,17.29,27.07
29/9/2020,tuntable,,13.6,,,359.1,,,,2.31,2.82
29/9/2020,tuntable,,13.6,,,5049.1,,,,33.92,38.21
29/9/2020,tuntable,,13.6,,,374.5,,,,3.77,1.58
29/9/2020,tuntable,,13.6,,,0,,,,,
29/9/2020,tuntable,,13.6,,,40310.9,,,,375.35,200.52
29/9/2020,tuntable,,13.6,,,0,,,,,
29/9/2020,tuntable,,13.6,,,0,,,,,
29/9/2020,tuntable,,13.6,,,16796.5,,,,78.44,161.51
29/9/2020,tuntable,,13.6,,,520.8,,,,4.66,2.78
29/9/2020,tuntable,,13.6,,,652.4,,,,,
7/11/2020,tuntable,,16.6,,,68754.7,,,,706.1,276.11
7/11/2020,tuntable,,16.6,,,11320.4,,,,83.67,78.05
7/11/2020,tuntable,,16.6,,,15367.1,,,,133.53,86
7/11/2020,tuntable,,16.6,,,10556.7,,,,93.59,57.22
7/11/2020,tuntable,,16.6,,,55279.7,,,,498.93,290.78
7/11/2020,tuntable,,16.6,,,21487.2,,,,117.16,189.8
7/11/2020,tuntable,,16.6,,,17864.7,,,,155.93,99.28
7/11/2020,tuntable,,16.6,,,33437.6,,,,321.29,156.39
7/11/2020,tuntable,,16.6,,,22137.5,,,,186.49,129.76
7/11/2020,tuntable,,16.6,,,8981.7,,,,76.33,51.98
7/11/2020,tuntable,,16.6,,,0,,,,,
7/11/2020,tuntable,,16.6,,,0,,,,,
7/11/2020,tuntable,,16.6,,,0,,,,,
7/11/2020,tuntable,,16.6,,,16871.4,,,,125.09,115.93
7/11/2020,tuntable,,16.6,,,3876.6,,,,36.28,19.1
7/11/2020,tuntable,,16.6,,,6233.5,,,,48.13,40.92
7/11/2020,tuntable,,16.6,,,14688.1,,,,141.63,68.2
7/11/2020,tuntable,,16.6,,,20391,,,,165.4,125.9
7/11/2020,tuntable,,16.6,,,1454.6,,,,8.71,12.07
7/11/2020,tuntable,,16.6,,,13779.5,,,,125.01,71.84
7/11/2020,tuntable,,16.6,,,5721.1,,,,36.53,45.2
7/11/2020,tuntable,,16.6,,,1479.8,,,,9.9,11.24
7/11/2020,tuntable,,16.6,,,6956.6,,,,59.31,40.07
7/11/2020,tuntable,,16.6,,,36497.3,,,,295.02,226.37
7/11/2020,tuntable,,16.6,,,4246.2,,,,38.64,22.02
7/11/2020,tuntable,,16.6,,,27647.9,,,,227.77,167.2
7/11/2020,tuntable,,16.6,,,11109.7,,,,93.24,65.47
7/11/2020,tuntable,,16.6,,,0,,,,,
7/11/2020,tuntable,,16.6,,,22260,,,,170.3,147.7
7/11/2020,tuntable,,16.6,,,0,,,,,
7/11/2020,tuntable,,16.6,,,0,,,,,
29/12/2020,tuntable,,19.7,,,30618,,,,206.53,230.87
29/12/2020,tuntable,,19.7,,,10320.1,,,,82.21,65.22
29/12/2020,tuntable,,19.7,,,21854,,,,108.74,203.46
29/12/2020,tuntable,,19.7,,,10630.2,,,,80.18,71.68
29/12/2020,tuntable,,19.7,,,154053.2,,,,1344.77,855.99
29/12/2020,tuntable,,19.7,,,4666.9,,,,29.57,37.1
29/12/2020,tuntable,,19.7,,,26605.6,,,,116.2,263.88
29/12/2020,tuntable,,19.7,,,7196,,,,63.33,39.47
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,28399.7,,,,217.93,187.78
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,8195.6,,,,60.16,56.92
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,36608.6,,,,449.97,73.01
29/12/2020,tuntable,,19.7,,,3077.2,,,,21.6,22.36
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,5272.4,,,,46.83,28.49
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,7733.6,,,,74.23,36.25
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,23201.5,,,,247.03,84.42
29/12/2020,tuntable,,19.7,,,2450,,,,26.85,8.15
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
29/12/2020,tuntable,,19.7,,,0,,,,,
3/2/2021,tuntable,,19.6,,,27694.1,,,,278.34,117.29
3/2/2021,tuntable,,19.6,,,35854,,,,185.82,326.38
3/2/2021,tuntable,,19.6,,,21564.9,,,,148.29,159.78
3/2/2021,tuntable,,19.6,,,0,,,,,
3/2/2021,tuntable,,19.6,,,16914.1,,,,97.46,144.17
3/2/2021,tuntable,,19.6,,,249804.8,,,,1864.1,1704.54
3/2/2021,tuntable,,19.6,,,62469.4,,,,491.05,401.37
3/2/2021,tuntable,,19.6,,,0,,,,,
3/2/2021,tuntable,,19.6,,,30700.6,,,,255.12,183.46
3/2/2021,tuntable,,19.6,,,0,,,,,
3/2/2021,tuntable,,19.6,,,0,,,,,
3/2/2021,tuntable,,19.6,,,0,,,,,
3/2/2021,tuntable,,19.6,,,0,,,,,
3/2/2021,tuntable,,19.6,,,0,,,,,
3/2/2021,tuntable,,19.6,,,32089.4,,,,299.41,159.01
3/2/2021,tuntable,,19.6,,,27253.8,,,,275.19,114.15
3/2/2021,tuntable,,19.6,,,16468.9,,,,159.59,75.68
3/2/2021,tuntable,,19.6,,,51724.4,,,,622.42,116.5